"note","date updated","status","publication_title","print_identifier","online_identifier","date_first_issue_online","num_first_vol_online","num_first_issue_online","date_last_issue_online","num_last_vol_online","num_last_issue_online","title_url","first_author","title_id","embargo_info","coverage_depth","notes","publisher_name","publication_type","date_monograph_published_print","date_monograph_published_online","monograph_volume","monograph_edition","first_editor","parent_publication_title_id","preceding_publication_title_id","access_type","location","title_notes","staff_notes","vendor_id","oclc_collection_name","oclc_collection_id","oclc_entry_id","oclc_linkscheme","oclc_number","ACTION","Aleph BSN","previous_url"
"MarcEdit & local record update needed (mismatched 079; OCLC# here is correct). New line added 4-12-21 JAS. BSN added 4-22-21 GM",,"new title","Denkmaeler aus Aegypten und Aethiopien nach den zeichnungen der von Seiner Majestaet dem koenige von Preussen Friedrich Wilhelm IV 3-4",,,,,,,,,"http://hdl.handle.net/2333.1/gxd25fbt",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,,,3498351,
"MarcEdit & local record update needed (mismatched 079; OCLC# here is correct). New line added 4-12-21 JAS. BSN added 4-22-21 GM",,"new title","Denkmaeler aus Aegypten und Aethiopien nach den zeichnungen der von Seiner Majestaet dem koenige von Preussen Friedrich Wilhelm IV 5",,,,,,,,,"http://hdl.handle.net/2333.1/7d7wmd94",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,,,3498351,
"New line added 4-12-21 JAS",,"new title","Egypt ancient sites and modern scenes",,,,,,,,,"http://hdl.handle.net/2333.1/v15dvf7s",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",614948211,,614948211,,3497715,
"MarcEdit needed. New line added 4-12-21 JAS",,"new title","Fouilles à Dahchour",,,,,,,,,"http://hdl.handle.net/2333.1/t1g1k6zd",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",707077354,,707077354,,3497744,
"MarcEdit needed. New line added 4-12-21 JAS. BSN added 4-22-21 GM",,"new title","A history of Egypt",,,,,,,,,"http://hdl.handle.net/2333.1/3bk3jmkj",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,,,3497813,
"MarcEdit needed. New line added 4-12-21 JAS. BSN added 4-22-21 GM",,"new title","A history of Egypt from the earliest times to the Persian conquest",,,,,,,,,"http://hdl.handle.net/2333.1/hx3ffnjh",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,,,3497805,
"MarcEdit & local record edit needed (correct OCLC match given here). New line added 4-12-21 JAS",,"new title","Lady Duff Gordon's letters from Egypt",,,,,,,,,"http://hdl.handle.net/2333.1/7wm380x6",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",276867536,,276867536,,3497873,
"MarcEdit needed. New line added 4-12-21 JAS",,"new title","Lahun",,,,,,,,,"http://hdl.handle.net/2333.1/63xsjdvn",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1047508284,,1047508284,,3497845,
"MarcEdit needed. New line added 4-12-21 JAS. BSN added 4-22-21 GM",,"new title","Lettres de Champollion le jeune 30",,,,,,,,,"http://hdl.handle.net/2333.1/47d7wx3m",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,,,3497878,
"MarcEdit needed. New line added 4-12-21 JAS",,"new title","Metallgefässe",,,,,,,,,"http://hdl.handle.net/2333.1/37pvmpvc",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",733974724,,733974724,,3497973,
"MarcEdit needed. New line added 4-12-21 JAS. BSN added 4-22-21 GM",,"new title","Les monuments dits Hycsos",,,,,,,,,"http://hdl.handle.net/2333.1/1c5b064w",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,,,3498373,
"New line added 4-12-21 JAS",,"new title","Papyrus funéraires de la XXIe dynastie v.1",,,,,,,,,"http://hdl.handle.net/2333.1/189328g9",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",672642237,,672642237,,3498050,
"New line added 4-12-21 JAS",,"new title","Papyrus funéraires de la XXIe dynastie v.2",,,,,,,,,"http://hdl.handle.net/2333.1/wh70s82r",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",672642237,,672642237,,3498050,
"MarcEdit needed. New line added 4-12-21 JAS",,"new title","Ruines et paysages d'Égypte",,,,,,,,,"http://hdl.handle.net/2333.1/z8w9gv18",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",908790484,,908790484,,3498102,
"New line added 4-12-21 JAS",,"new title","Scarabs and cylinders with names",,,,,,,,,"http://hdl.handle.net/2333.1/fbg79prj",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",55858262,,55858262,,3498107,
"New line added 4-12-21 JAS",,"new title","The tomb of Thoutmôsis IV v.15",,,,,,,,,"http://hdl.handle.net/2333.1/cc2fr88h",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,,,3498145,
"MarcEdit needed. New line added 4-12-21 JAS",,"new title","Travels in the Upper Egyptian deserts",,,,,,,,,"http://hdl.handle.net/2333.1/kwh7134n",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",654489440,,654489440,,3498230,
"MarcEdit needed. New line added 4-12-21 JAS",,"new title","Une rue de tombeaux à Saqqarah v.1",,,,,,,,,"http://hdl.handle.net/2333.1/bcc2g22t",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,,,3498323,
"MarcEdit needed. New line added 4-12-21 JAS",,"new title","Une rue de tombeaux à Saqqarah v.2",,,,,,,,,"http://hdl.handle.net/2333.1/6q573z74",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,,,3498323,
"MarcEdit needed. New line added 4-12-21 JAS",,"new title","Untersuchungen zur geschichte und altertumskunde Aegyptens 1-3",,,,,,,,,"http://hdl.handle.net/2333.1/2z34txrw",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",846440549,,846440549,,3498337,
"MarcEdit needed. New line added 4-12-21 JAS",,"new title","Untersuchungen zur geschichte und altertumskunde Aegyptens 8-9",,,,,,,,,"http://hdl.handle.net/2333.1/z612jxf7",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",846440549,,846440549,,3498337,
"MarcEdit needed. New line added 4-12-21 JAS",,"new title","Untersuchungen zur geschichte und altertumskunde Aegyptens 10:1",,,,,,,,,"http://hdl.handle.net/2333.1/tdz08wz2",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",846440549,,846440549,,3498337,
"MarcEdit needed. New line added 4-12-21 JAS",,"new title","Untersuchungen zur geschichte und altertumskunde Aegyptens 11",,,,,,,,,"http://hdl.handle.net/2333.1/pnvx0wft",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",846440549,,846440549,,3498337,
"MarcEdit needed. New line added 4-12-21 JAS",,"new title","Untersuchungen zur geschichte und altertumskunde Aegyptens 12",,,,,,,,,"http://hdl.handle.net/2333.1/jwstqvvv",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",846440549,,846440549,,3498337,
"MarcEdit needed. New line added 4-12-21 JAS",,"new title","Untersuchungen zur geschichte und altertumskunde Aegyptens 13",,,,,,,,,"http://hdl.handle.net/2333.1/f4qrfvbr",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",846440549,,846440549,,3498337,
"MarcEdit needed. New line added 4-12-21 JAS",,"new title","Untersuchungen zur geschichte und altertumskunde Aegyptens 15",,,,,,,,,"http://hdl.handle.net/2333.1/9ghx3rh7",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",846440549,,846440549,,3498337,
"MarcEdit needed. New line added 5-18-21 gm",,"new title","A handbook of the Egyptian rooms",,,,,,,,,"http://hdl.handle.net/2333.1/vt4b8sz6",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",903451319,,903451319,,3497790,
"MarcEdit needed. New line added 5-18-21 gm",,"new title","Abydos v.22",,,,,,,,,"http://hdl.handle.net/2333.1/3j9kdg1p",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",603060474,,603060474,,3458967,
"MarcEdit needed. New line added 5-18-21 gm",,"new title","Abydos v.24",,,,,,,,,"http://hdl.handle.net/2333.1/79cnpghk",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",603060474,,603060474,,3458967,
"MarcEdit needed. New line added 5-18-21 gm",,"new title","Catalogue raisonné et historique des antiquités découvertes en Egypte",,,,,,,,,"http://hdl.handle.net/2333.1/6djhb61z",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",682197390,,682197390,,3497375,
"MarcEdit needed. New line added 5-18-21 gm",,"new title","Der Porträtkopf der Königin Teje im Besitz von Dr. James Simon in Berlin v.18",,,,,,,,,"http://hdl.handle.net/2333.1/mpg4fftq",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746103147,,746103147,,3498354,
"MarcEdit needed. New line added 5-18-21 gm",,"new title","Die aegyptischen denkmäler in St. Petersburg, Helsingfors, Upsala und Copenhagen",,,,,,,,,"http://hdl.handle.net/2333.1/w3r22k37",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",679331453,,679331453,,3498362,
"MarcEdit needed. New line added 5-18-21 gm",,"new title","Egypt painted and described",,,,,,,,,"http://hdl.handle.net/2333.1/fqz61cnn","R. Talbot Kelly",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",654957362,,654957362,,3497731,
"MarcEdit needed. New line added 5-18-21 gm",,"new title","El Bersheh",,,,,,,,,"http://hdl.handle.net/2333.1/2jm647ts","Percy E. Newberry",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",780151927,,780151927,,3497738,
"MarcEdit needed. New line added 5-18-21 gm",,"new title","Kunstwerke aus El-Amarna Bd.1",,,,,,,,,"http://hdl.handle.net/2333.1/kd51cgf0","Heinrich Schäfer",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",685208042,,685208042,,3497839,
"MarcEdit needed. New line added 5-18-21 gm",,"new title","Kunstwerke aus El-Amarna Bd.2",,,,,,,,,"http://hdl.handle.net/2333.1/fn2z3fzs","Heinrich Schäfer",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",685208042,,685208042,,3497839,
"MarcEdit needed. New line added 5-18-21 gm",,"new title","Luxor & its temples",,,,,,,,,"http://hdl.handle.net/2333.1/qz612vsg","A.M. Blackman",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",602249610,,602249610,,3497886,
"MarcEdit needed. New line added 5-18-21 gm",,"new title","Modern Egypt and Thebes",,,,,,,,,"http://hdl.handle.net/2333.1/ffbg7mgm","Gardner Wilkinson",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",285093691,,285093691,,3498023,
"MarcEdit needed. New line added 5-18-21 gm",,"new title","The monuments of Upper Egypt",,,,,,,,,"http://hdl.handle.net/2333.1/612jmh53","Auguste Mariette",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",600938528,,600938528,,3498031,
"MarcEdit needed. New line added 5-18-21 gm",,"new title","Tools and weapons illustrated by the Egyptian collection in University College, London, and 2,000 outlines from other sources",,,,,,,,,"http://hdl.handle.net/2333.1/qnk993p1","W.M. Flinders Petrie",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",654516560,,654516560,,3498228,
"MarcEdit needed. New line added 5-18-21 gm",,"new title","Two Theban princes",,,,,,,,,"http://hdl.handle.net/2333.1/g4f4r2kz","Colin Campbell",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",609906878,,609906878,,3498319,
